hhid,direction,obBundleNum,obBundleType,ibBundleNum,ibBundleType,chauffPnum,child1Pnum,child2Pnum,child2Pnum,partySize,party,homeTaz,homeMaz,chauffTourNum,chauffTourPurp,chauffPrimDestTaz,chauffPrimDestMaz,child1TourId,child2TourId,child3TourId,child1PersTripId,child1SchoolTaz,child1SchoolMaz,child2PersTripId,child2SchoolTaz,child2SchoolMaz,child3PersTripId,child3SchoolTaz,child3SchoolMaz,obBundelDepMin,obStop1Min,obStop2Min,obStop3Min,ibStop1Min,ibStop2Min,ibStop3Min,ibBundelerrMin,obBundelDepInt,obStop1Int,obStop2Int,obStop3Int,ibStop1Int,ibStop2Int,ibStop3Int,ibBundelerrInt,numStopsAfterDropoffs
449,1,1,2,0,0,1,2,0,0,2,"[ 1,2 ]",83,24326,1,1,134,23208,1,0,0,1,79,24419,0,0,0,0,0,0,20,20,0,0,0,0,0,0,293.56946,295,0,0,0.0,0,0,0,0
450,1,1,1,0,0,1,4,3,0,3,"[ 1,4,3 ]",83,24469,2,411,87,25091,1,1,0,1,87,25091,2,123,22046,0,0,0,22,22,23,0,0,0,0,0,320.95706,326,345,0,0.0,0,0,0,0
452,1,1,2,0,0,1,3,0,0,2,"[ 1,3 ]",83,24497,1,1,87,25062,1,0,0,1,87,25067,0,0,0,0,0,0,20,20,0,0,0,0,0,0,289.8128,295,0,0,0.0,0,0,0,0
460,1,1,2,0,0,1,3,0,0,2,"[ 1,3 ]",87,24788,1,1,39,24826,1,0,0,1,87,25067,0,0,0,0,0,0,21,21,0,0,0,0,0,0,302.09695,303,0,0,0.0,0,0,0,0
462,1,1,1,0,0,1,2,0,0,2,"[ 1,2 ]",87,25062,1,411,87,25067,1,0,0,1,87,25067,0,0,0,0,0,0,18,18,0,0,0,0,0,0,261.9446,263,0,0,0.0,0,0,0,0
471,1,1,2,0,0,1,4,5,3,4,"[ 1,4,5,3 ]",88,25318,1,1,482,482,1,1,1,1,87,25067,2,87,25067,3,79,24419,23,23,24,25,0,0,0,0,343.42953,345,352,365,0.0,0,0,0,0
471,2,0,0,1,2,1,4,0,0,2,"[ 1,4 ]",88,25318,1,1,88,25318,1,0,0,1,87,25067,0,0,0,0,0,0,0,0,0,0,23,0,0,54,0.0,0,0,0,808.42957,345,0,0,0
471,2,0,0,2,2,2,5,0,0,2,"[ 2,5 ]",88,25318,1,1,88,25318,1,0,0,2,87,25067,0,0,0,0,0,0,0,0,0,0,24,0,0,60,0.0,0,0,0,898.42957,352,0,0,0
476,1,1,2,0,0,2,6,0,0,2,"[ 2,6 ]",91,25369,2,1,441,441,1,0,0,1,56,24451,0,0,0,0,0,0,15,16,0,0,0,0,0,0,214.37778,233,0,0,0.0,0,0,0,0
477,2,0,0,1,1,1,3,0,0,2,"[ 1,3 ]",91,25546,2,411,358,26241,1,0,0,2,358,26241,0,0,0,0,0,0,0,0,0,0,45,0,0,46,0.0,0,0,0,675.9752,670,0,0,0
477,1,1,1,0,0,2,4,6,0,3,"[ 2,4,6 ]",91,25546,2,411,87,25067,1,2,0,1,87,25067,4,87,25067,0,0,0,19,19,20,0,0,0,0,0,270.97522,280,287,0,0.0,0,0,0,0
477,2,0,0,2,1,2,6,0,0,2,"[ 2,6 ]",91,25546,4,411,87,25067,2,0,0,4,87,25067,0,0,0,0,0,0,0,0,0,0,20,0,0,51,0.0,0,0,0,750.9752,287,0,0,0
479,1,1,1,0,0,1,4,5,0,3,"[ 1,4,5 ]",94,23489,1,411,53,24076,1,1,0,1,53,24076,2,94,23540,0,0,0,18,18,19,0,0,0,0,0,267.48148,269,277,0,0.0,0,0,0,0
479,2,0,0,1,1,1,4,0,0,2,"[ 1,4 ]",94,23489,2,411,53,24076,1,0,0,1,53,24076,0,0,0,0,0,0,0,0,0,0,18,0,0,48,0.0,0,0,0,717.4815,269,0,0,0
481,1,1,1,0,0,1,3,0,0,2,"[ 1,3 ]",94,23653,2,411,115,22553,2,0,0,7,115,22553,0,0,0,0,0,0,19,19,0,0,0,0,0,0,277.46912,280,0,0,0.0,0,0,0,0
488,1,1,2,0,0,2,3,0,0,2,"[ 2,3 ]",95,23307,1,1,96,23509,1,0,0,1,165,23026,0,0,0,0,0,0,18,18,0,0,0,0,0,0,259.64526,267,0,0,0.0,0,0,0,0
489,1,1,2,0,0,1,3,5,0,3,"[ 1,3,5 ]",95,23351,1,1,196,21863,1,1,0,1,115,22738,2,94,23540,0,0,0,19,19,20,0,0,0,0,0,274.34702,277,286,0,0.0,0,0,0,0
491,1,1,2,0,0,1,3,0,0,2,"[ 1,3 ]",95,23370,1,1,358,26477,1,0,0,1,155,21813,0,0,0,0,0,0,19,20,0,0,0,0,0,0,280.97162,292,0,0,0.0,0,0,0,0
491,2,0,0,1,2,1,5,0,0,2,"[ 1,5 ]",95,23370,1,1,95,23370,1,0,0,3,23,23410,0,0,0,0,0,0,0,0,0,0,52,0,0,53,0.0,0,0,0,790.9716,775,0,0,1
498,2,0,0,1,2,2,4,0,0,2,"[ 2,4 ]",96,23488,1,1,96,23488,1,0,0,3,44,25142,0,0,0,0,0,0,0,0,0,0,56,0,0,56,0.0,0,0,0,836.9741,826,0,0,0
504,1,1,1,0,0,1,3,0,0,2,"[ 1,3 ]",96,23600,1,411,79,24358,1,0,0,1,79,24358,0,0,0,0,0,0,22,22,0,0,0,0,0,0,327.22623,329,0,0,0.0,0,0,0,0
504,2,0,0,1,1,1,3,0,0,2,"[ 1,3 ]",96,23600,2,411,79,24358,1,0,0,1,79,24358,0,0,0,0,0,0,0,0,0,0,22,0,0,54,0.0,0,0,0,807.2262,329,0,0,1
508,2,0,0,1,1,1,3,0,0,2,"[ 1,3 ]",96,23727,1,411,53,24192,1,0,0,1,53,24192,0,0,0,0,0,0,0,0,0,0,22,0,0,49,0.0,0,0,0,730.08856,328,0,0,1
508,1,1,2,0,0,2,3,0,0,2,"[ 2,3 ]",96,23727,1,1,94,23540,1,0,0,1,53,24192,0,0,0,0,0,0,22,22,0,0,0,0,0,0,325.0886,328,0,0,0.0,0,0,0,0
510,1,1,1,0,0,2,3,0,0,2,"[ 2,3 ]",97,23774,1,411,53,24076,1,0,0,1,53,24076,0,0,0,0,0,0,17,18,0,0,0,0,0,0,253.64966,256,0,0,0.0,0,0,0,0
520,1,1,1,0,0,6,5,0,0,2,"[ 6,5 ]",102,22173,1,411,123,22046,1,0,0,1,123,22046,0,0,0,0,0,0,23,23,0,0,0,0,0,0,342.6305,344,0,0,0.0,0,0,0,0
523,1,1,1,0,0,3,5,6,0,3,"[ 3,5,6 ]",102,22293,1,411,123,22046,1,1,0,1,123,22046,2,123,22046,0,0,0,15,15,15,0,0,0,0,0,214.56107,216,222,0,0.0,0,0,0,0
523,2,0,0,1,1,3,6,0,0,2,"[ 3,6 ]",102,22293,2,411,123,22046,1,0,0,2,123,22046,0,0,0,0,0,0,0,0,0,0,15,0,0,50,0.0,0,0,0,739.56104,222,0,0,1
525,1,1,2,0,0,2,3,5,0,3,"[ 2,3,5 ]",102,22293,1,1,17,23643,1,1,0,1,123,22046,2,123,22046,0,0,0,16,16,16,0,0,0,0,0,230.57431,232,238,0,0.0,0,0,0,0
528,2,0,0,1,1,2,6,0,0,2,"[ 2,6 ]",105,21877,2,411,336,26623,1,0,0,2,336,26623,0,0,0,0,0,0,0,0,0,0,61,0,0,61,0.0,0,0,0,911.3362,903,0,0,0
534,1,1,2,0,0,2,3,4,0,3,"[ 2,3,4 ]",105,22104,1,1,447,447,1,1,0,1,123,22046,2,123,22046,0,0,0,19,19,19,0,0,0,0,0,274.1797,275,281,0,0.0,0,0,0,0
535,1,1,2,0,0,1,5,0,0,2,"[ 1,5 ]",105,22104,2,1,447,447,1,0,0,1,393,22335,0,0,0,0,0,0,23,23,0,0,0,0,0,0,330.27725,333,0,0,0.0,0,0,0,0
536,1,1,2,0,0,5,4,0,0,2,"[ 5,4 ]",105,22104,1,1,447,447,1,0,0,1,123,22046,0,0,0,0,0,0,20,20,0,0,0,0,0,0,289.43393,290,0,0,0.0,0,0,0,0
546,1,1,2,0,0,1,3,4,0,3,"[ 1,3,4 ]",106,22395,2,1,444,444,1,1,0,1,123,22046,2,123,22046,0,0,0,18,18,18,0,0,0,0,0,258.2977,262,268,0,0.0,0,0,0,0
548,1,1,2,0,0,1,2,0,0,2,"[ 1,2 ]",106,22423,1,1,99,23452,1,0,0,1,106,22353,0,0,0,0,0,0,18,18,0,0,0,0,0,0,266.9163,267,0,0,0.0,0,0,0,0
548,2,0,0,1,2,1,2,0,0,2,"[ 1,2 ]",106,22423,1,1,106,22423,1,0,0,1,106,22353,0,0,0,0,0,0,0,0,0,0,18,0,0,50,0.0,0,0,0,746.9163,267,0,0,2
551,2,0,0,1,2,1,3,0,0,2,"[ 1,3 ]",106,22623,1,1,106,22623,1,0,0,1,388,21612,0,0,0,0,0,0,0,0,0,0,22,0,0,53,0.0,0,0,0,782.7846,323,0,0,1
551,1,1,1,0,0,2,3,0,0,2,"[ 2,3 ]",106,22623,1,411,388,21612,1,0,0,1,388,21612,0,0,0,0,0,0,22,22,0,0,0,0,0,0,317.78464,323,0,0,0.0,0,0,0,0
552,1,1,2,0,0,2,3,0,0,2,"[ 2,3 ]",106,22623,2,1,444,444,1,0,0,1,393,22589,0,0,0,0,0,0,18,18,0,0,0,0,0,0,259.23917,260,0,0,0.0,0,0,0,0
553,1,1,1,0,0,3,2,0,0,2,"[ 3,2 ]",106,22623,1,411,219,20205,1,0,0,1,219,20205,0,0,0,0,0,0,18,20,0,0,0,0,0,0,258.65488,286,0,0,0.0,0,0,0,0
573,2,0,0,1,2,1,3,4,0,3,"[ 1,3,4 ]",107,23141,1,1,107,23141,1,1,0,2,106,22353,1,106,22353,0,0,0,0,0,0,0,20,19,0,50,0.0,0,0,0,741.5364,289,283,0,0
573,1,1,2,0,0,2,4,3,0,3,"[ 2,4,3 ]",107,23141,1,1,444,444,1,1,0,1,106,22353,2,106,22353,0,0,0,19,19,20,0,0,0,0,0,276.53635,283,289,0,0.0,0,0,0,0
595,1,1,1,0,0,2,4,0,0,2,"[ 2,4 ]",111,23335,1,411,23,23410,1,0,0,1,23,23410,0,0,0,0,0,0,16,16,0,0,0,0,0,0,237.02875,239,0,0,0.0,0,0,0,0
595,2,0,0,1,1,2,4,0,0,2,"[ 2,4 ]",111,23335,2,411,23,23410,1,0,0,1,23,23410,0,0,0,0,0,0,0,0,0,0,16,0,0,47,0.0,0,0,0,702.02875,239,0,0,3
602,1,1,2,0,0,1,2,0,0,2,"[ 1,2 ]",111,23393,1,1,184,23343,1,0,0,1,109,23587,0,0,0,0,0,0,25,25,0,0,0,0,0,0,365.69635,366,0,0,0.0,0,0,0,0
602,2,0,0,1,1,4,2,0,0,2,"[ 4,2 ]",111,23393,2,411,109,23587,1,0,0,1,109,23587,0,0,0,0,0,0,0,0,0,0,25,0,0,36,0.0,0,0,0,530.69635,366,0,0,0
606,1,1,2,0,0,1,4,3,0,3,"[ 1,4,3 ]",112,22569,1,1,77,23920,1,1,0,1,219,20205,2,78,24009,0,0,0,17,19,21,0,0,0,0,0,248.18642,274,315,0,0.0,0,0,0,0
618,1,1,2,0,0,1,5,6,0,3,"[ 1,5,6 ]",114,22837,2,1,114,22837,1,1,0,1,278,20762,2,123,22046,0,0,0,18,21,23,0,0,0,0,0,269.97906,302,342,0,0.0,0,0,0,0
618,1,2,1,0,0,2,7,0,0,2,"[ 2,7 ]",114,22837,2,411,155,21813,1,0,0,1,155,21813,0,0,0,0,0,0,19,20,0,0,0,0,0,0,284.97906,294,0,0,0.0,0,0,0,0
621,1,1,1,0,0,1,7,0,0,2,"[ 1,7 ]",114,22891,1,411,53,24076,1,0,0,1,53,24076,0,0,0,0,0,0,20,20,0,0,0,0,0,0,291.2406,296,0,0,0.0,0,0,0,0
621,1,2,1,0,0,3,8,0,0,2,"[ 3,8 ]",114,22891,1,411,115,22522,1,0,0,1,115,22522,0,0,0,0,0,0,17,17,0,0,0,0,0,0,246.2406,246,0,0,0.0,0,0,0,0
621,2,0,0,1,1,3,8,0,0,2,"[ 3,8 ]",114,22891,2,411,115,22522,1,0,0,1,115,22522,0,0,0,0,0,0,0,0,0,0,17,0,0,52,0.0,0,0,0,771.2406,246,0,0,0
641,2,0,0,1,1,1,3,0,0,2,"[ 1,3 ]",115,22615,2,411,53,24076,1,0,0,2,53,24076,0,0,0,0,0,0,0,0,0,0,19,0,0,50,0.0,0,0,0,742.8889,273,0,0,0
641,1,1,2,0,0,2,6,3,0,3,"[ 2,6,3 ]",115,22615,1,1,55,24065,1,1,0,1,123,21973,2,53,24076,0,0,0,17,17,19,0,0,0,0,0,247.88893,255,273,0,0.0,0,0,0,0
641,2,0,0,2,2,2,6,0,0,2,"[ 2,6 ]",115,22615,1,1,115,22615,1,0,0,1,123,21973,0,0,0,0,0,0,0,0,0,0,17,0,0,59,0.0,0,0,0,877.8889,255,0,0,0
655,1,1,1,0,0,2,3,0,0,2,"[ 2,3 ]",116,22665,1,411,193,22404,1,0,0,1,193,22404,0,0,0,0,0,0,23,23,0,0,0,0,0,0,336.71982,337,0,0,0.0,0,0,0,0
655,2,0,0,1,1,2,3,0,0,2,"[ 2,3 ]",116,22665,3,411,193,22404,1,0,0,1,193,22404,0,0,0,0,0,0,0,0,0,0,23,0,0,51,0.0,0,0,0,756.7198,337,0,0,2
658,1,1,2,0,0,2,3,0,0,2,"[ 2,3 ]",118,22155,1,1,67,25058,1,0,0,1,123,22046,0,0,0,0,0,0,17,18,0,0,0,0,0,0,246.57999,257,0,0,0.0,0,0,0,0
659,1,1,1,0,0,2,4,0,0,2,"[ 2,4 ]",118,22161,1,411,393,22335,1,0,0,1,393,22335,0,0,0,0,0,0,15,16,0,0,0,0,0,0,220.11542,231,0,0,0.0,0,0,0,0
660,2,0,0,1,1,1,4,0,0,2,"[ 1,4 ]",118,22161,2,411,125,21772,1,0,0,2,125,21772,0,0,0,0,0,0,0,0,0,0,52,0,0,52,0.0,0,0,0,776.22485,779,0,0,0
660,1,1,1,0,0,2,5,0,0,2,"[ 2,5 ]",118,22161,1,411,23,23410,1,0,0,1,23,23410,0,0,0,0,0,0,17,18,0,0,0,0,0,0,251.22488,258,0,0,0.0,0,0,0,0
660,2,0,0,2,1,2,3,0,0,2,"[ 2,3 ]",118,22161,2,411,358,26241,1,0,0,2,358,26241,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0.0,0,0,0,746.22485,741,0,0,0
662,1,1,1,0,0,2,5,4,0,3,"[ 2,5,4 ]",118,22162,1,411,115,22552,1,1,0,1,115,22552,2,106,22353,0,0,0,20,20,21,0,0,0,0,0,292.98428,294,314,0,0.0,0,0,0,0
662,2,0,0,1,1,2,5,0,0,2,"[ 2,5 ]",118,22162,2,411,115,22552,1,0,0,1,115,22552,0,0,0,0,0,0,0,0,0,0,20,0,0,55,0.0,0,0,0,817.98425,294,0,0,0
665,2,0,0,1,2,2,4,0,0,2,"[ 2,4 ]",118,22164,1,1,118,22164,1,0,0,2,123,22046,0,0,0,0,0,0,0,0,0,0,51,0,0,52,0.0,0,0,0,765.5446,755,0,0,0
666,2,0,0,1,1,2,6,0,0,2,"[ 2,6 ]",118,22165,2,411,193,22404,1,0,0,1,193,22404,0,0,0,0,0,0,0,0,0,0,16,0,0,45,0.0,0,0,0,670.2673,236,0,0,4
666,1,1,2,0,0,5,6,0,0,2,"[ 5,6 ]",118,22165,1,1,208,22473,1,0,0,1,193,22404,0,0,0,0,0,0,16,16,0,0,0,0,0,0,235.26726,236,0,0,0.0,0,0,0,0
667,1,1,1,0,0,1,7,0,0,2,"[ 1,7 ]",118,22165,1,411,123,22046,1,0,0,1,123,22046,0,0,0,0,0,0,16,16,0,0,0,0,0,0,228.3495,238,0,0,0.0,0,0,0,0
667,1,2,1,0,0,1,3,4,0,3,"[ 1,3,4 ]",118,22165,2,411,248,20070,1,1,0,1,248,20070,2,152,21654,0,0,0,19,21,23,0,0,0,0,0,273.3495,308,344,0,0.0,0,0,0,0
667,2,0,0,1,1,1,3,0,0,2,"[ 1,3 ]",118,22165,4,411,248,20070,1,0,0,1,248,20070,0,0,0,0,0,0,0,0,0,0,21,0,0,53,0.0,0,0,0,783.3495,308,0,0,0
668,1,1,2,0,0,2,3,0,0,2,"[ 2,3 ]",118,22165,1,1,141,22345,1,0,0,1,193,22404,0,0,0,0,0,0,19,19,0,0,0,0,0,0,280.89838,282,0,0,0.0,0,0,0,0
668,2,0,0,1,2,2,5,4,0,3,"[ 2,5,4 ]",118,22165,1,1,118,22165,1,1,0,3,106,22353,2,125,21772,0,0,0,0,0,0,0,52,53,0,54,0.0,0,0,0,805.8984,766,783,0,0
669,1,1,1,0,0,2,6,0,0,2,"[ 2,6 ]",118,22165,1,411,106,22623,1,0,0,1,106,22623,0,0,0,0,0,0,19,19,0,0,0,0,0,0,271.54224,282,0,0,0.0,0,0,0,0
669,1,2,1,0,0,2,7,0,0,2,"[ 2,7 ]",118,22165,2,411,151,21924,1,0,0,1,151,21924,0,0,0,0,0,0,41,41,0,0,0,0,0,0,601.54224,605,0,0,0.0,0,0,0,0
675,1,1,2,0,0,8,6,5,0,3,"[ 8,6,5 ]",118,22167,1,1,99,23363,1,1,0,1,336,26628,2,125,21772,0,0,0,19,22,26,0,0,0,0,0,273.88995,326,390,0,0.0,0,0,0,0
675,2,0,0,1,2,8,7,0,0,2,"[ 8,7 ]",118,22167,2,1,118,22167,1,0,0,2,195,22321,0,0,0,0,0,0,0,0,0,0,47,0,0,49,0.0,0,0,0,723.88995,705,0,0,1
676,2,0,0,1,2,1,6,0,0,2,"[ 1,6 ]",118,22176,1,1,118,22176,1,0,0,1,94,23540,0,0,0,0,0,0,0,0,0,0,19,0,0,48,0.0,0,0,0,719.95807,275,0,0,0
676,1,1,2,0,0,2,6,0,0,2,"[ 2,6 ]",118,22176,1,1,8,23867,1,0,0,1,94,23540,0,0,0,0,0,0,18,19,0,0,0,0,0,0,269.95804,275,0,0,0.0,0,0,0,0
678,1,1,1,0,0,1,3,0,0,2,"[ 1,3 ]",118,22176,1,411,393,22335,1,0,0,1,393,22335,0,0,0,0,0,0,16,17,0,0,0,0,0,0,230.66219,242,0,0,0.0,0,0,0,0
678,1,2,1,0,0,1,6,0,0,2,"[ 1,6 ]",118,22176,2,411,193,22404,1,0,0,1,193,22404,0,0,0,0,0,0,19,19,0,0,0,0,0,0,275.66217,277,0,0,0.0,0,0,0,0
678,2,0,0,1,1,1,3,0,0,2,"[ 1,3 ]",118,22176,3,411,393,22335,1,0,0,1,393,22335,0,0,0,0,0,0,0,0,0,0,17,0,0,44,0.0,0,0,0,650.6622,242,0,0,1
678,2,0,0,2,1,2,6,0,0,2,"[ 2,6 ]",118,22176,3,411,193,22404,1,0,0,1,193,22404,0,0,0,0,0,0,0,0,0,0,19,0,0,49,0.0,0,0,0,725.6622,277,0,0,3
679,2,0,0,1,1,1,4,0,0,2,"[ 1,4 ]",118,22177,2,411,115,22523,1,0,0,1,115,22523,0,0,0,0,0,0,0,0,0,0,17,0,0,48,0.0,0,0,0,716.7393,253,0,0,1
679,1,1,2,0,0,5,4,3,0,3,"[ 5,4,3 ]",118,22177,1,1,118,22177,1,1,0,1,115,22523,2,193,22404,0,0,0,17,17,18,0,0,0,0,0,251.73935,253,260,0,0.0,0,0,0,0
680,2,0,0,1,1,1,6,0,0,2,"[ 1,6 ]",118,22177,1,411,94,23540,1,0,0,2,94,23540,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0.0,0,0,0,748.6271,749,0,0,0
680,1,1,2,0,0,2,3,0,0,2,"[ 2,3 ]",118,22177,1,1,444,444,1,0,0,1,195,22321,0,0,0,0,0,0,17,18,0,0,0,0,0,0,253.62708,256,0,0,0.0,0,0,0,0
681,1,1,2,0,0,1,6,0,0,2,"[ 1,6 ]",118,22177,1,1,118,22177,1,0,0,1,115,22687,0,0,0,0,0,0,17,17,0,0,0,0,0,0,248.88672,250,0,0,0.0,0,0,0,0
681,1,2,2,0,0,2,4,5,0,3,"[ 2,4,5 ]",118,22177,1,1,467,467,1,1,0,1,193,22404,2,94,23540,0,0,0,22,22,23,0,0,0,0,0,323.88672,325,334,0,0.0,0,0,0,0
683,1,1,2,0,0,1,4,6,0,3,"[ 1,4,6 ]",118,22177,1,1,136,22795,1,1,0,1,125,21772,2,23,23410,0,0,0,19,19,20,0,0,0,0,0,271.2032,277,298,0,0.0,0,0,0,0
683,2,0,0,1,2,1,4,6,5,4,"[ 1,4,6,5 ]",118,22177,1,1,118,22177,1,1,1,1,125,21772,2,23,23410,1,115,22736,0,0,0,0,19,20,21,51,0.0,0,0,0,751.2032,277,298,302,0
683,1,2,2,0,0,2,5,0,0,2,"[ 2,5 ]",118,22177,1,1,102,22168,1,0,0,1,115,22736,0,0,0,0,0,0,21,21,0,0,0,0,0,0,301.2032,302,0,0,0.0,0,0,0,0
690,1,1,1,0,0,2,5,3,0,3,"[ 2,5,3 ]",118,22264,1,411,44,25072,1,1,0,1,44,25072,2,384,23100,0,0,0,18,19,20,0,0,0,0,0,255.59027,272,289,0,0.0,0,0,0,0
690,2,0,0,1,1,2,5,0,0,2,"[ 2,5 ]",118,22264,3,411,44,25072,1,0,0,1,44,25072,0,0,0,0,0,0,0,0,0,0,19,0,0,50,0.0,0,0,0,735.5903,272,0,0,0
691,1,1,1,0,0,2,4,5,0,3,"[ 2,4,5 ]",118,22264,1,411,393,22335,1,1,0,1,393,22335,2,94,23540,0,0,0,18,19,20,0,0,0,0,0,269.6526,281,294,0,0.0,0,0,0,0
692,1,1,2,0,0,2,4,0,0,2,"[ 2,4 ]",118,22280,1,1,115,22553,1,0,0,1,193,22267,0,0,0,0,0,0,20,20,0,0,0,0,0,0,295.10217,296,0,0,0.0,0,0,0,0
693,1,1,1,0,0,1,4,0,0,2,"[ 1,4 ]",118,22304,1,411,195,22321,1,0,0,1,195,22321,0,0,0,0,0,0,20,20,0,0,0,0,0,0,293.20996,295,0,0,0.0,0,0,0,0
708,1,1,1,0,0,1,3,0,0,2,"[ 1,3 ]",119,22425,1,411,123,22046,1,0,0,1,123,22046,0,0,0,0,0,0,17,18,0,0,0,0,0,0,252.23639,256,0,0,0.0,0,0,0,0
730,1,1,1,0,0,2,4,0,0,2,"[ 2,4 ]",120,22187,1,411,119,22330,1,0,0,1,119,22330,0,0,0,0,0,0,24,24,0,0,0,0,0,0,353.5977,355,0,0,0.0,0,0,0,0
730,2,0,0,1,1,2,4,0,0,2,"[ 2,4 ]",120,22187,2,411,119,22330,1,0,0,1,119,22330,0,0,0,0,0,0,0,0,0,0,24,0,0,56,0.0,0,0,0,833.5977,355,0,0,0
744,2,0,0,1,2,1,3,0,0,2,"[ 1,3 ]",121,22021,1,1,121,22021,1,0,0,2,106,22353,0,0,0,0,0,0,0,0,0,0,48,0,0,49,0.0,0,0,0,726.26764,711,0,0,1
744,1,1,2,0,0,2,4,0,0,2,"[ 2,4 ]",121,22021,1,1,121,22021,1,0,0,1,151,21930,0,0,0,0,0,0,17,18,0,0,0,0,0,0,246.26765,256,0,0,0.0,0,0,0,0
744,2,0,0,2,2,2,4,0,0,2,"[ 2,4 ]",121,22021,1,1,121,22021,1,0,0,1,151,21930,0,0,0,0,0,0,0,0,0,0,18,0,0,59,0.0,0,0,0,876.26764,256,0,0,1
771,1,1,2,0,0,1,3,0,0,2,"[ 1,3 ]",122,21864,1,1,277,20906,1,0,0,1,125,21772,0,0,0,0,0,0,24,24,0,0,0,0,0,0,345.81717,347,0,0,0.0,0,0,0,0
771,2,0,0,1,1,2,4,0,0,2,"[ 2,4 ]",122,21864,2,411,123,22046,1,0,0,2,123,22046,0,0,0,0,0,0,0,0,0,0,51,0,0,52,0.0,0,0,0,765.8172,751,0,0,1
801,1,1,2,0,0,1,3,0,0,2,"[ 1,3 ]",126,21657,1,1,101,22333,1,0,0,1,126,21840,0,0,0,0,0,0,20,20,0,0,0,0,0,0,287.5259,288,0,0,0.0,0,0,0,0
804,1,1,1,0,0,1,4,0,0,2,"[ 1,4 ]",126,21839,1,411,44,25235,1,0,0,1,44,25235,0,0,0,0,0,0,18,19,0,0,0,0,0,0,262.9538,285,0,0,0.0,0,0,0,0
810,1,1,2,0,0,2,3,0,0,2,"[ 2,3 ]",126,21873,1,3,199,22119,1,0,0,1,195,22321,0,0,0,0,0,0,19,20,0,0,0,0,0,0,283.66397,295,0,0,0.0,0,0,0,0
814,2,0,0,1,1,2,6,0,0,2,"[ 2,6 ]",127,21490,2,411,123,22046,1,0,0,2,123,22046,0,0,0,0,0,0,0,0,0,0,68,0,0,67,0.0,0,0,0,1004.41296,1010,0,0,1
818,1,1,1,0,0,1,3,0,0,2,"[ 1,3 ]",128,21481,1,411,123,22046,1,0,0,1,123,22046,0,0,0,0,0,0,18,19,0,0,0,0,0,0,263.03613,272,0,0,0.0,0,0,0,0
818,2,0,0,1,1,2,3,0,0,2,"[ 2,3 ]",128,21481,3,411,123,22046,1,0,0,1,123,22046,0,0,0,0,0,0,0,0,0,0,19,0,0,49,0.0,0,0,0,728.03613,272,0,0,1
819,2,0,0,1,1,1,5,0,0,2,"[ 1,5 ]",128,21481,2,411,285,21031,1,0,0,1,285,21031,0,0,0,0,0,0,0,0,0,0,20,0,0,52,0.0,0,0,0,772.3828,289,0,0,0
819,1,1,1,0,0,2,5,3,0,3,"[ 2,5,3 ]",128,21481,1,411,285,21031,1,1,0,1,285,21031,2,393,22335,0,0,0,18,20,22,0,0,0,0,0,262.38278,289,328,0,0.0,0,0,0,0
829,1,1,1,0,0,1,2,0,0,2,"[ 1,2 ]",130,23322,1,411,19,23642,1,0,0,1,19,23642,0,0,0,0,0,0,17,17,0,0,0,0,0,0,253.29321,255,0,0,0.0,0,0,0,0
830,1,1,2,0,0,3,2,0,0,2,"[ 3,2 ]",130,23322,1,1,67,25061,1,0,0,1,285,21019,0,0,0,0,0,0,20,22,0,0,0,0,0,0,291.09766,316,0,0,0.0,0,0,0,0
830,2,0,0,1,2,3,2,0,0,2,"[ 3,2 ]",130,23322,1,1,130,23322,1,0,0,1,285,21019,0,0,0,0,0,0,0,0,0,0,22,0,0,53,0.0,0,0,0,786.09766,316,0,0,0
834,2,0,0,1,1,1,6,0,0,2,"[ 1,6 ]",130,23326,3,411,383,22682,1,0,0,2,383,22682,0,0,0,0,0,0,0,0,0,0,48,0,0,49,0.0,0,0,0,726.97687,715,0,0,0
835,1,1,2,0,0,1,3,0,0,2,"[ 1,3 ]",131,23416,1,1,66,25124,1,0,0,1,94,23540,0,0,0,0,0,0,20,20,0,0,0,0,0,0,298.49887,300,0,0,0.0,0,0,0,0
841,1,1,2,0,0,1,4,2,0,3,"[ 1,4,2 ]",132,23426,1,1,463,463,1,1,0,1,78,24009,2,87,25067,0,0,0,22,22,23,0,0,0,0,0,315.21994,318,332,0,0.0,0,0,0,0
841,2,0,0,1,1,1,4,3,0,3,"[ 1,4,3 ]",132,23426,2,411,78,24009,1,1,0,1,78,24009,2,22,23762,0,0,0,0,0,0,0,22,53,0,54,0.0,0,0,0,795.22,318,790,0,0
845,1,1,2,0,0,2,5,3,0,3,"[ 2,5,3 ]",133,23273,1,1,134,23208,1,1,0,1,16,23376,2,195,22321,0,0,0,21,22,22,0,0,0,0,0,313.85464,316,329,0,0.0,0,0,0,0
845,2,0,0,1,2,2,3,0,0,2,"[ 2,3 ]",133,23273,1,1,133,23273,1,0,0,2,195,22321,0,0,0,0,0,0,0,0,0,0,22,0,0,52,0.0,0,0,0,778.8547,329,0,0,4
873,2,0,0,1,1,2,4,0,0,2,"[ 2,4 ]",138,23239,2,411,278,20763,1,0,0,3,278,20763,0,0,0,0,0,0,0,0,0,0,57,0,0,58,0.0,0,0,0,867.0851,854,0,0,0
